images,specs,category,product_type,brand,type,sku,normal_price,description,tags,link_tokopedia,link_whatsapp,image_1,image_2,image_3,image_4,slug,name
https://ik.imagekit.io/eropa/products/Lampu_Tornado_PHILIPS__L__20W_Ov2Zs9_Jd.png?updatedAt=1635676977117,"[{""name"":""Berat"",""value"":""150 gram""},{""name"":""Panjang"",""value"":""6 cm""},{""name"":""Lebar"",""value"":""6 cm""},{""name"":""Tinggi"",""value"":""9 cm""},{""name"":""Power Supply"",""value"":""220-240 V""},{""name"":""Fitting"",""value"":""E27""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Jenis"",""value"":""Tornado 20W""}]",Lampu,Tornado,Philips (L),20W,,45500,<p>Fitur :<br />- Lampu spiral<br />- Memiliki efek penghematan energi lebih dari 80%<br />- Cocok digunakan untuk menerangi ruangan rumah Anda<br />- Bertahan lebih lama dibandingkan lampu pijar</p>,"lampu,lamputornado,lampuneon,philips",https://www.tokopedia.com/tokoeropa-1/lampu-tornado-philips-5w-24w-hemat-listrik-20w,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Lampu_Tornado_PHILIPS__L__20W_Ov2Zs9_Jd.png?updatedAt=1635676977117,,,,lampu-tornado-philips-l-20w,Lampu Tornado Philips (L) 20W
https://ik.imagekit.io/eropa/products/Lampu_Tornado_PHILIPS__L__24W_xuLsCk7sBvE.png?updatedAt=1635676977308,"[{""name"":""Berat"",""value"":""150 gram""},{""name"":""Panjang"",""value"":""6 cm""},{""name"":""Lebar"",""value"":""6 cm""},{""name"":""Tinggi"",""value"":""9 cm""},{""name"":""Power Supply"",""value"":""220-240 V""},{""name"":""Fitting"",""value"":""E27""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Jenis"",""value"":""Tornado 24W""}]",Lampu,Tornado,Philips (L),24W,,59000,<p>Fitur :<br />- Lampu spiral<br />- Memiliki efek penghematan energi lebih dari 80%<br />- Cocok digunakan untuk menerangi ruangan rumah Anda<br />- Bertahan lebih lama dibandingkan lampu pijar</p>,"lampu,lamputornado,lampuneon,philips",https://www.tokopedia.com/tokoeropa-1/lampu-tornado-philips-5w-24w-hemat-listrik-24w,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Lampu_Tornado_PHILIPS__L__24W_xuLsCk7sBvE.png?updatedAt=1635676977308,,,,lampu-tornado-philips-l-24w,Lampu Tornado Philips (L) 24W
https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAF127XB1wne_PVTgq0ov2.png?updatedAt=1636008642897,"[{""name"":""Berat"",""value"":""62 kg""},{""name"":""Panjang"",""value"":""675 mm""},{""name"":""Lebar"",""value"":""585 mm""},{""name"":""Tinggi"",""value"":""860 mm""},{""name"":""Power Supply"",""value"":""220-240V""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Capacity"",""value"":""7 kg""},{""name"":""Material"",""value"":""Drum :Stainless steel""},{""name"":""Water Pressure Rate"",""value"":""0.03Mpa to 1.0 Mpa""},{""name"":""Speed"",""value"":""1200 rpm""}]",Mesin Cuci,Front Loading,Panasonic,NA127XB1WNE,,4563500,<p>Fitur :<br />- Rapid Wash 15 Minute<br />- Easy Iron<br />- Eco Mode<br />- 7 Kg wash<br />- Fully Automatic Washing Machine</p>,"mesincuci,frontloading,panasonic,mesincuci7kg",https://www.tokopedia.com/tokoeropa-1/panasonic-front-loading-mesin-cuci-na127xb1-series-7-kg,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAF127XB1wne_PVTgq0ov2.png?updatedAt=1636008642897,,,,mesin-cuci-front-loading-panasonic-na127xb1wne,Mesin Cuci Front Loading Panasonic NA127XB1WNE
https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAW86BBZ2_eGCqYzZ9iST.png?updatedAt=1636168422343,"[{""name"":""Berat"",""value"":""27 kg""},{""name"":""Panjang"",""value"":""791 mm""},{""name"":""Lebar"",""value"":""525 mm""},{""name"":""Tinggi"",""value"":""1023 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash/Spin : 250 W / 130 W""},{""name"":""Warna"",""value"":""Dark Grey""},{""name"":""Capacity"",""value"":""8,5 kg""},{""name"":""Material"",""value"":""Polypropylene""},{""name"":""Speed"",""value"":""1400 rpm""},{""name"":""Water indicator"",""value"":""4 Levels""}]",Mesin Cuci,2 Tabung,Panasonic,NAW86BBZ2,,1789000,"<p>Fitur :<br />- AG Clean<br />- Low Watt<br />- 8,5 kg Wash</p>","mesincuci2tabung,2tabung,mesincuci,8,5kg,panasonic",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-panasonic-na-w86bbz2-2-tabung-8-5kg,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_PANASONIC_NAW86BBZ2_eGCqYzZ9iST.png?updatedAt=1636168422343,,,,mesin-cuci-2-tabung-panasonic-naw86bbz2,Mesin Cuci 2 Tabung Panasonic NAW86BBZ2
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SAMSUNG_80H4000SW_X6-J6G5vy.png?updatedAt=1636169268807,"[{""name"":""Berat"",""value"":""31 kg""},{""name"":""Panjang"",""value"":""540 mm""},{""name"":""Lebar"",""value"":""850 mm""},{""name"":""Tinggi"",""value"":""560 mm""},{""name"":""Pintu"",""value"":""Tempered Glass""},{""name"":""Warna"",""value"":""White""},{""name"":""Capacity"",""value"":""8 kg""},{""name"":""Panel display"",""value"":""Dual Cluster Control""},{""name"":""Speed"",""value"":""700 rpm""},{""name"":""Water indicator"",""value"":""5 Levels""}]",Mesin Cuci,1 Tabung Top Loading,Samsung,WA80H4000SW,,3058500,<p>Fitur :<br />- Teknologi Wobble<br />- Air Turbo Drying<br />- Diamond Drum</p>,"mesincuci,frontloading,SAmsung,mesincuci7kg",https://www.tokopedia.com/tokoeropa-1/samsung-mesin-cuci-top-loading-8kg-wa80h4000sw-se,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SAMSUNG_80H4000SW_X6-J6G5vy.png?updatedAt=1636169268807,,,,mesin-cuci-1-tabung-top-loading-samsung-wa80h4000sw,Mesin Cuci 1 Tabung Top Loading Samsung WA80H4000SW
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_ESH958TGY_ZAahdIlRu.png?updatedAt=1636185690803,"[{""name"":""Berat"",""value"":""42 kg""},{""name"":""Panjang"",""value"":""620 mm""},{""name"":""Lebar"",""value"":""655 mm""},{""name"":""Tinggi"",""value"":""994 mm""},{""name"":""Rated input selection/impedance"",""value"":""Wash/Spin : 500 W / 420 W""},{""name"":""Power Supply"",""value"":""220 Volt / 50 Hz""},{""name"":""Capacity"",""value"":""9,5 kg""},{""name"":""Speed"",""value"":""700 rpm""}]",Mesin Cuci,1 Tabung Top Loading,Sharp,ESH958TGY,,3062500,<p>Fitur :<br />QUICK WASH TECHNOLOGY<br />Teknologi mencuci cepat untuk jumlah pakaian yang sedang dan tidak terlalu kotor sehingga hemat air dan listrik<br /><br />FULL BIG TRUE TEMPERED GLASS LID with DAMPER<br />Penutup atas terbuat dari kaca tempered kuat dan mewah disertai peredam yang dapat dapat menutup perlahan<br /><br />POWER OFF MEMORY<br />Dapat melanjutkan program pencucian secara otomatis setelah listrik padam hidup kembali<br /><br />ZERO PRESSURE<br />Dapat mencuci walaupun tekanan air rendah</p>,"mesincuci,mesincucisharp,mesincucisharp,toploading",https://docs.google.com/spreadsheets/d/1OYuFYSavD5UPJ1F7TsEj-0arByBOohMkjEuH14EN0Kg/edit#gid=901119842,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_ESH958TGY_ZAahdIlRu.png?updatedAt=1636185690803,,,,mesin-cuci-1-tabung-top-loading-sharp-esh958tgy,Mesin Cuci 1 Tabung Top Loading Sharp ESH958TGY
https://ik.imagekit.io/eropa/products/_Mesin_Cuci_SHARP_ESM8000T_VCcrZ5FUC.png?updatedAt=1636190107270 https://ik.imagekit.io/eropa/products/_Mesin_Cuci_SHARP_ESM8000T_1_HuNEyLgSx.png?updatedAt=1636190106925,"[{""name"":""Berat"",""value"":""35 kg""},{""name"":""Panjang"",""value"":""530 mm""},{""name"":""Lebar"",""value"":""585 mm""},{""name"":""Tinggi"",""value"":""956 mm""},{""name"":""Rated input selection/impedance"",""value"":""320 W""},{""name"":""Warna"",""value"":""Light Grey""},{""name"":""Capacity"",""value"":""8 kg""},{""name"":""Material"",""value"":""Metal, Tube Type : Stainless Steel""},{""name"":""Wash programme"",""value"":""7""}]",Mesin Cuci,1 Tabung Top Loading,Sharp,ESM8000T,,3034000,<p>Fitur :<br />- 8 Kg<br />- Zero Pressure Technology<br />- Water Saving Rinse<br />- Auto Restart<br />- Antibacterial Coating<br />- Air Dry</p>,"mesincuci,mesincucisharp,mesincucisharp,toploading",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-sharp-1-tabung-8-kg-esm-8000-t-gg,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/_Mesin_Cuci_SHARP_ESM8000T_VCcrZ5FUC.png?updatedAt=1636190107270,https://ik.imagekit.io/eropa/products/_Mesin_Cuci_SHARP_ESM8000T_1_HuNEyLgSx.png?updatedAt=1636190106925,,,mesin-cuci-1-tabung-top-loading-sharp-esm8000t,Mesin Cuci 1 Tabung Top Loading Sharp ESM8000T
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST1490WABL_RFpdiCPbM.png?updatedAt=1636335102119,"[{""name"":""Berat"",""value"":""31 kg""},{""name"":""Panjang"",""value"":""1065 mm""},{""name"":""Tinggi"",""value"":""551 mm""},{""name"":""Warna"",""value"":""White color with Blue Top Lid color""},{""name"":""Capacity"",""value"":""14 kg""},{""name"":""Material"",""value"":""Durable and corrotion free plastic cabinet""},{""name"":""Wash programme"",""value"":""Normal \u0026 Berat ( Heavy )""}]",Mesin Cuci,2 Tabung,Sharp,EST1490WABL,,2867000,<p>Fitur :<br />- Capacity 14 kg<br />- W-Screw Pulsator<br />- Big Capacity<br />- Double Anti-Bacteria<br />- Super Aquamagic Filter</p>,"mesincuci2tabung,2tabung,mesincuci,14kg,Sharp",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-14-kg-sharp-es-t1490wa-super-aquamagic-2-tabung,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST1490WABL_RFpdiCPbM.png?updatedAt=1636335102119,,,,mesin-cuci-2-tabung-sharp-est1490wabl,Mesin Cuci 2 Tabung Sharp EST1490WABL
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST65NTGY_B_z3yFLIu.png?updatedAt=1636336146856,"[{""name"":""Berat"",""value"":""27 kg""},{""name"":""Rated input selection/impedance"",""value"":""199-320 W""},{""name"":""Capacity"",""value"":""6 kg""},{""name"":""Material"",""value"":"" Plastic""},{""name"":""Speed"",""value"":""1400 rpm""}]",Mesin Cuci,2 Tabung,Sharp,EST65NTGY,,1333500,<p>Fitur :<br />- Super Soak Magic<br />- Water Inlet<br />- Transparent LID with Hanging LID</p>,"mesincuci2tabung,2tabung,mesincuci,6kg,Sharp",https://www.tokopedia.com/tokoeropa-1/sharp-mesin-cuci-2-tabung-6-kg-es-t65nt-transparan-twin-tub,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST65NTGY_B_z3yFLIu.png?updatedAt=1636336146856,,,,mesin-cuci-2-tabung-sharp-est65ntgy,Mesin Cuci 2 Tabung Sharp EST65NTGY
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST871DM-PK_CxXJZIsKB.png?updatedAt=1636352508967,"[{""name"":""Berat"",""value"":""22,5 kg""},{""name"":""Panjang"",""value"":""1032 mm""},{""name"":""Tinggi"",""value"":""508 mm""},{""name"":""Warna"",""value"":""ABS Transparantattractive colour Pink with neo crystal white colour body""},{""name"":""Capacity"",""value"":""8,5 Kg""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Water indicator"",""value"":""Level 1-75 / Level 2-65/ Level 3-55""},{""name"":""Wash programme"",""value"":""2""}]",Mesin Cuci,2 Tabung,Sharp,EST871DMPK,,2051500,<p>Fitur :<br />- Capacity 8.5 kg<br />- Durable and corrotion free plastic cabinet<br />- Water purification system<br />- Wash action heavy and normal<br />- ABS Transparantattractive colour (Pink &amp; Blue)<br />- With neo crystal white colour body</p>,"mesincuci2tabung,2tabung,mesincuci,8,5kg,Sharp",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-2-tabung-sharp-8-5-kg-twin-tub-es-t871dm,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST871DM-PK_CxXJZIsKB.png?updatedAt=1636352508967,,,,mesin-cuci-2-tabung-sharp-est871dmpk,Mesin Cuci 2 Tabung Sharp EST871DMPK
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST90MW-BK_fjl6dMmEd.png?updatedAt=1636353471125,"[{""name"":""Berat"",""value"":""22,5 kg""},{""name"":""Panjang"",""value"":""855 mm""},{""name"":""Lebar"",""value"":""495 mm""},{""name"":""Tinggi"",""value"":""945 mm""},{""name"":""Rated input selection/impedance"",""value"":""Dry : 85 Watt | Wash : 350 Watt""},{""name"":""Power Supply"",""value"":""220V/50Hz""},{""name"":""Warna"",""value"":""Full Cover on Top Part with Pink or Grey or Blue Colors""},{""name"":""Capacity"",""value"":""8 Kg""},{""name"":""Material"",""value"":""Plastic""}]",Mesin Cuci,2 Tabung,Sharp,EST90MWBK,,1749500,<p>Fitur :<br />- Easy Function<br />- Pulsator with Anti-Bacterial (Ion AG+)<br />- Water Inlet<br />- Full Color On Top Part</p>,"mesincuci2tabung,2tabung,mesincuci,8kg,Sharp",https://www.tokopedia.com/tokoeropa-1/sharp-est-90mw-bk-mesin-cuci-2-tabung-8-kg,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST90MW-BK_fjl6dMmEd.png?updatedAt=1636353471125,,,,mesin-cuci-2-tabung-sharp-est90mwbk,Mesin Cuci 2 Tabung Sharp EST90MWBK
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST95CR-BK_yRP4hTMt6.png?updatedAt=1636359913568,"[{""name"":""Berat"",""value"":""22,5 kg""},{""name"":""Panjang"",""value"":""495 mm""},{""name"":""Tinggi"",""value"":""995 mm""},{""name"":""Warna"",""value"":""White Coloured Body with Transparent Blue""},{""name"":""Capacity"",""value"":""9 Kg""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Water indicator"",""value"":""Level 1 - 75 L / Level 2 - 65 L / Level 3 -55""},{""name"":""Wash programme"",""value"":""2""}]",Mesin Cuci,2 Tabung,Sharp,EST95CRBK,,2030000,<p>Fitur :<br />- 9 kg<br />- Super Aquamagic<br />- Soakmagic<br />- Low Wattage System<br />- Double Pulsator<br />- Available Pink/Blue/Violet ABS Transparent Colour Cover Lid</p>,"mesincuci2tabung,2tabung,mesincuci,9kg,Sharp",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-sharp-es-t95cr-est95cr-super-aquamagic-2-tabung-9-kg,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST95CR-BK_yRP4hTMt6.png?updatedAt=1636359913568,,,,mesin-cuci-2-tabung-sharp-est95crbk,Mesin Cuci 2 Tabung Sharp EST95CRBK
https://ik.imagekit.io/eropa/products/LED_AQUA_43AQT1000_dsMSbpO_f.jpeg?updatedAt=1636452388394,"[{""name"":""Panjang"",""value"":""1229 mm""},{""name"":""Lebar"",""value"":""772 mm""},{""name"":""Tinggi"",""value"":""269 mm""},{""name"":""Rated input selection/impedance"",""value"":""78 W""},{""name"":""Ukuran Layar"",""value"":""43 Inch""},{""name"":""Sinyal Digital"",""value"":""DVB-T""},{""name"":""Sistem Operasi"",""value"":""Android 9.0""},{""name"":""Hdmi"",""value"":""3 port""},{""name"":""Usb"",""value"":""Yes 2 (film)\n""},{""name"":""Power Supply"",""value"":""220-240V""}]",TV / LED,43 Inch Android TV,Aqua,LE43AQT1000U,,4557500,"<p>Fitur :<br />- Android TV, Smart AI<br />- Android Devices IoT Hub<br />- Google Playstore<br />- Chromecast built-in<br />- Bluetooth Connectivity</p>","tv43inch,43inch,tvandroid,androidtv,aqua",https://www.tokopedia.com/tokoeropa-1/aqua-japan-led-tv-le43aqt1000u-android-tv-bluetooth,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/LED_AQUA_43AQT1000_dsMSbpO_f.jpeg?updatedAt=1636452388394,,,,tv-led-43-inch-android-tv-aqua-le43aqt1000u,TV / LED 43 Inch Android TV Aqua LE43AQT1000U
https://ik.imagekit.io/eropa/products/LED_PANASONIC_43H400G_ZBKkv2Dvj.jpeg?updatedAt=1636452855177,"[{""name"":""Berat"",""value"":""6,9 kg""},{""name"":""Panjang"",""value"":""970 mm""},{""name"":""Lebar"",""value"":""569 mm""},{""name"":""Tinggi"",""value"":""85 mm""},{""name"":""Resolusi"",""value"":""1920 x 1080""},{""name"":""Rated input selection/impedance"",""value"":""75 W""},{""name"":""Ukuran Layar"",""value"":""43 Inch""},{""name"":""Audio Power Output"",""value"":""16 W (8W x 2)""},{""name"":""Sinyal Digital"",""value"":""DVB-T2 (MPEG1/2/4, H.264/H.265/HEVC)/DVB-T/DVB-C""},{""name"":""Hdmi"",""value"":""2""},{""name"":""Usb"",""value"":""2 (2 samping; USB 2.0 x 2)""},{""name"":""Power Supply"",""value"":""AC 110-240 V, 50/60 Hz""}]",TV / LED,43 Inch,Panasonic,TH43H400G,,4270500,<p>Fitur :<br />- Vivid Digital Pro<br />- Dolby Digital Plus<br />- HDMI Input x 2<br />- Digital TV<br />- Media Player</p>,"tv,43inch,panasonic,digitaltv",https://www.tokopedia.com/tokoeropa-1/panasonic-th-43h400g-43-inch-full-hd-led-tv-th43h400g,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/LED_PANASONIC_43H400G_ZBKkv2Dvj.jpeg?updatedAt=1636452855177,,,,tv-led-43-inch-panasonic-th43h400g,TV / LED 43 Inch Panasonic TH43H400G
https://ik.imagekit.io/eropa/products/LED_PANASONIC_32H400G_dlqNlrWF3.jpeg?updatedAt=1636506441317,"[{""name"":""Berat"",""value"":""4 kg""},{""name"":""Panjang"",""value"":""732 mm""},{""name"":""Lebar"",""value"":""435 mm""},{""name"":""Tinggi"",""value"":""76 mm""},{""name"":""Resolusi"",""value"":""1366 x 768""},{""name"":""Rated input selection/impedance"",""value"":""50 W""},{""name"":""Ukuran Layar"",""value"":""32 Inch""},{""name"":""Audio Power Output"",""value"":""10 W (5W x 2)""},{""name"":""Sinyal Digital"",""value"":"" DVB-T2 (MPEG1/2/4, H.264/H.265/HEVC)/DVB-T/DVB-C""},{""name"":""Hdmi"",""value"":""2""},{""name"":""Usb"",""value"":""1 (1 samping; USB 2.0 x 1)""},{""name"":""Power Supply"",""value"":""AC 110-240 V, 50/60 Hz""}]",TV / LED,32 Inch,Panasonic,TH32H400G,,2539500,<p>Fitur :<br />- Vivid Digital Pro<br />- Dolby Digital Plus<br />- HDMI Input x 2<br />- Digital TV<br />- Media Player</p>,"tv,tv32inch,32"",tvledpanasonic",https://www.tokopedia.com/tokoeropa-1/led-tv-panasonic-th32h400g-th-32h400g,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/LED_PANASONIC_32H400G_dlqNlrWF3.jpeg?updatedAt=1636506441317,,,,tv-led-32-inch-panasonic-th32h400g,TV / LED 32 Inch Panasonic TH32H400G
https://ik.imagekit.io/eropa/products/LED_POLYTRON_PLD24V0853_QCW1RL7gh.jpeg?updatedAt=1636509652995,"[{""name"":""Berat"",""value"":""4 kg""},{""name"":""Panjang"",""value"":""57,7 cm""},{""name"":""Lebar"",""value"":""18,4 cm""},{""name"":""Tinggi"",""value"":""38,9 cm""},{""name"":""Resolusi"",""value"":""1366 X 768""},{""name"":""Rated input selection/impedance"",""value"":""30 W""},{""name"":""Ukuran Layar"",""value"":""24 Inch""},{""name"":""Sinyal Digital"",""value"":""Digital TV DVB-T2, EW""},{""name"":""Hdmi"",""value"":""1""},{""name"":""Usb"",""value"":""1 (Movie, MP3, Jpeg)""},{""name"":""Power Supply"",""value"":""AC : 180-240V~ 50/60Hz""}]",TV / LED,24 Inch,Polytron,PLD24V0853,,1697000,<p>Fitur :<br />- 3D Picture Noise Reduction<br />- 8 Picture mode<br />- Screen Stand By Mode<br />- Eco mode</p>,"tv24 inch,24inch,tvdigital,tvpolytron,polytron",https://www.tokopedia.com/tokoeropa-1/polytron-led-digital-tv-24-inch-pld-24v0853,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/LED_POLYTRON_PLD24V0853_QCW1RL7gh.jpeg?updatedAt=1636509652995,,,,tv-led-24-inch-polytron-pld24v0853,TV / LED 24 Inch Polytron PLD24V0853
https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST971DMBL_So3pD7E-l.png?updatedAt=1636518245113,"[{""name"":""Berat"",""value"":""22,5 kg""},{""name"":""Panjang"",""value"":""1032 mm""},{""name"":""Tinggi"",""value"":""508 mm""},{""name"":""Warna"",""value"":""ABS Transparantattractive colour  Blue with neo crystal white colour body""},{""name"":""Capacity"",""value"":""9,5 Kg""},{""name"":""Material"",""value"":""Plastic""},{""name"":""Water indicator"",""value"":""Level 1-75 / Level 2-65/ Level 3-55""},{""name"":""Wash programme"",""value"":""2""}]",Mesin Cuci,2 Tabung,Sharp,EST971DMBL,,2108500,<p>Fitur :<br />- Capacity 9.5 kg<br />- Durable and corrotion free plastic cabinet<br />- Water purification system<br />- Wash action heavy and normal<br />- ABS Transparantattractive colour (Pink &amp; Blue)<br />- With neo crystal white colour body</p>,"mesincuci2tabung,2tabung,mesincuci,9,5kg,Sharp",https://www.tokopedia.com/tokoeropa-1/mesin-cuci-2-tabung-sharp-9-5-kg-twin-tub-es-t971dm,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Mesin_Cuci_SHARP_EST971DMBL_So3pD7E-l.png?updatedAt=1636518245113,,,,mesin-cuci-2-tabung-sharp-est971dmbl,Mesin Cuci 2 Tabung Sharp EST971DMBL
https://ik.imagekit.io/eropa/products/LED_POLYTRON_PLD24V223__VawTxiF0.png?updatedAt=1636518854399,"[{""name"":""Berat"",""value"":""5 kg""},{""name"":""Ukuran Layar"",""value"":""24 Inch""},{""name"":""Sinyal Digital"",""value"":""Digital TV DVB-T2, EWS""},{""name"":""Hdmi"",""value"":""2""},{""name"":""Usb"",""value"":""1 USB input (Movie, MP3, Jpeg) input""}]",TV / LED,24 Inch,Polytron,PLD24V223,,1980000,<p>Fitur :<br />- TV Digital (DVB-T2)<br />- Super Bass<br />- New Look</p>,"tv24 inch,24inch,tvdigital,tvpolytron,polytron",https://www.tokopedia.com/tokoeropa-1/polytron-led-digital-tv-24-inch-pld-24v223,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/LED_POLYTRON_PLD24V223__VawTxiF0.png?updatedAt=1636518854399,,,,tv-led-24-inch-polytron-pld24v223,TV / LED 24 Inch Polytron PLD24V223
